"사망원인별(104항목)","성별","연령(5세)별","항목","단위","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","15 - 64세","사망률[십만명당]","명",".4",".5",".5",".5",".5",".5",".5",".4",".5",".5",".5",".5",".4",".5",".5",".5",".5",".4",".5",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","65세 이상","사망자수[명]","명","111","101","89","119","101","173","176","183","160","198","181","222","201","199","278","252","274","273","276",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","65세 이상","사망률[십만명당]","명","7.1","6.1","5.1","6.3","5.1","8.3","8.1","8.1","6.8","7.9","6.9","8.1","7","6.6","8.8","7.6","7.8","7.3","7",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","연령미상","사망자수[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","남자","연령미상","사망률[십만명당]","명","","","","","","","","","","","","","","","","","","","",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","15 - 19세","사망자수[명]","명","2","5","2","4","2","2","4","5","2","3","1","3","4","4","4","4","2","1","3",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","15 - 19세","사망률[십만명당]","명",".1",".3",".1",".3",".1",".1",".2",".3",".1",".2",".1",".2",".3",".3",".3",".3",".2",".1",".3",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","20 - 24세","사망자수[명]","명","4","6","4","6","3","2","4","5","0","5","2","3","3","3","0","1","4","2","2",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","20 - 24세","사망률[십만명당]","명",".2",".3",".2",".4",".2",".1",".3",".3","",".3",".1",".2",".2",".2","",".1",".3",".1",".1",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","25 - 29세","사망자수[명]","명","5","4","6","3","2","3","5","4","2","3","1","1","3","4","4","3","3","5","1",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","25 - 29세","사망률[십만명당]","명",".3",".2",".3",".2",".1",".2",".3",".2",".1",".2",".1",".1",".2",".3",".3",".2",".2",".3",".1",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","30 - 34세","사망자수[명]","명","16","4","11","6","7","4","6","5","9","0","1","2","4","2","7","1","4","2","2",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","30 - 34세","사망률[십만명당]","명",".7",".2",".5",".3",".4",".2",".3",".3",".5","",".1",".1",".2",".1",".4",".1",".3",".1",".1",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","35 - 39세","사망자수[명]","명","4","6","3","4","5","5","11","3","5","0","4","7","4","3","5","2","6","1","8",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","35 - 39세","사망률[십만명당]","명",".2",".3",".1",".2",".2",".2",".5",".1",".2","",".2",".4",".2",".2",".3",".1",".3",".1",".5",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","40 - 44세","사망자수[명]","명","9","10","2","10","3","4","6","9","7","7","7","9","10","7","3","0","8","7","3",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","40 - 44세","사망률[십만명당]","명",".4",".5",".1",".5",".1",".2",".3",".4",".3",".3",".3",".4",".5",".3",".2","",".4",".4",".2",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","45 - 49세","사망자수[명]","명","4","13","12","10","10","8","10","10","8","5","10","10","6","5","4","7","7","11","11",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","45 - 49세","사망률[십만명당]","명",".2",".7",".6",".5",".5",".4",".5",".5",".4",".2",".5",".5",".3",".2",".2",".3",".3",".5",".5",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","50 - 54세","사망자수[명]","명","11","9","11","14","4","8","11","17","9","21","12","7","5","6","12","9","13","12","10",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","50 - 54세","사망률[십만명당]","명",".8",".6",".7",".9",".2",".4",".6",".8",".4","1",".6",".3",".2",".3",".6",".4",".6",".5",".4",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","55 - 59세","사망자수[명]","명","11","6","12","9","2","10","8","15","12","17","8","14","13","14","13","19","10","8","17",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","55 - 59세","사망률[십만명당]","명","1",".5","1",".7",".2",".8",".6","1",".7","1",".4",".7",".6",".7",".6",".9",".5",".4",".8",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","60 - 64세","사망자수[명]","명","9","13","15","12","8","17","15","7","12","13","13","11","21","19","19","18","18","19","19",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","60 - 64세","사망률[십만명당]","명",".8","1.2","1.5","1.2",".8","1.6","1.3",".6","1","1.1","1",".8","1.4","1.2","1.1","1",".9",".9",".9",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","65 - 69세","사망자수[명]","명","21","19","22","26","26","26","21","13","17","19","14","22","11","17","22","19","20","31","24",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","65 - 69세","사망률[십만명당]","명","2.3","2","2.3","2.6","2.5","2.5","2","1.3","1.7","1.9","1.3","2","1","1.4","1.8","1.5","1.5","2.1","1.5",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","70 - 74세","사망자수[명]","명","23","32","25","27","35","27","36","27","43","42","32","29","35","34","22","28","28","26","45",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","70 - 74세","사망률[십만명당]","명","3.5","4.6","3.4","3.5","4.3","3.2","4.1","3","4.5","4.2","3.2","2.9","3.6","3.5","2.2","2.7","2.6","2.4","3.9",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","75 - 79세","사망자수[명]","명","34","29","38","43","35","55","33","45","46","55","42","47","51","61","71","62","60","45","57",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","75 - 79세","사망률[십만명당]","명","7.6","6.1","7.5","8.1","6.3","9.3","5.2","6.7","6.5","7.4","5.4","5.8","6.1","6.9","7.7","6.7","6.5","4.9","6.3",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","80세이상","사망자수[명]","명","61","59","81","82","112","118","147","130","167","181","193","226","241","278","302","295","308","312","298",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","80세이상","사망률[십만명당]","명","13.7","12.7","16.5","15.8","20.1","19.6","22.8","18.8","22.7","23","22.8","24.7","24.5","26.5","27","24.7","24.3","23.2","20.8",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","80 - 84세","사망자수[명]","명","34","23","41","38","47","49","65","56","67","58","78","76","80","85","105","87","101","83","91",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","80 - 84세","사망률[십만명당]","명","12.5","8.1","13.8","12.2","14.3","13.9","17","13.7","15.4","12.6","15.9","14.4","14.2","14.2","16.6","13","14.5","11.5","11.8",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","85 - 89세","사망자수[명]","명","20","21","27","21","38","42","52","50","64","66","70","80","94","110","107","108","120","104","107",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","85 - 89세","사망률[십만명당]","명","16.6","16.6","20","14.3","23.3","23.9","27.9","25.3","30.6","29.4","28.6","29.8","32.6","35.5","32.3","30.4","31.1","24.8","24",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","90세이상","사망자수[명]","명","7","15","13","23","27","27","30","24","36","57","45","70","67","83","90","100","87","125","100",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","90세이상","사망률[십만명당]","명","13.6","27.6","22.5","36.9","40.6","38.1","39.3","28.9","39","55.4","40.3","58.8","52.4","59.7","59","59.7","47.2","62.3","46.6",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","15세 미만","사망자수[명]","명","13","21","17","16","13","8","12","7","8","12","13","11","9","12","8","8","11","4","7",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","15세 미만","사망률[십만명당]","명",".3",".5",".4",".4",".3",".2",".3",".2",".2",".3",".4",".3",".3",".4",".2",".3",".4",".1",".2",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","15 - 64세","사망자수[명]","명","75","76","78","78","46","63","80","80","66","74","59","67","73","67","71","64","75","68","76",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","15 - 64세","사망률[십만명당]","명",".4",".4",".4",".4",".3",".4",".4",".4",".4",".4",".3",".4",".4",".4",".4",".4",".4",".4",".4",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","65세 이상","사망자수[명]","명","139","139","166","178","208","226","237","215","273","297","281","324","338","390","417","404","416","414","424",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","65세 이상","사망률[십만명당]","명","5.7","5.4","6.2","6.3","7","7.3","7.4","6.6","8","8.4","7.6","8.5","8.6","9.6","9.8","9.2","9","8.5","8.4",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","연령미상","사망자수[명]","명","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0",
"혈액 및 조혈기관질환과 면역메커니즘을 침범하는 특정장애 (D50-D89)","여자","연령미상","사망률[십만명당]","명","","","","","","","","","","","","","","","","","","","",
"내분비, 영양 및 대사 질환 (E00-E88)","계","15 - 19세","사망자수[명]","명","12","8","9","10","9","6","7","8","3","6","8","8","4","7","5","2","5","6","7",
"내분비, 영양 및 대사 질환 (E00-E88)","계","15 - 19세","사망률[십만명당]","십만명당",".4",".3",".3",".3",".3",".2",".2",".2",".1",".2",".2",".2",".1",".2",".2",".1",".2",".3",".3",
"내분비, 영양 및 대사 질환 (E00-E88)","계","20 - 24세","사망자수[명]","명","17","17","13","12","20","10","10","7","8","9","11","16","10","11","13","11","12","11","15",
"내분비, 영양 및 대사 질환 (E00-E88)","계","20 - 24세","사망률[십만명당]","십만명당",".4",".4",".4",".4",".6",".3",".3",".2",".2",".3",".3",".5",".3",".3",".4",".3",".4",".3",".5",
"내분비, 영양 및 대사 질환 (E00-E88)","계","25 - 29세","사망자수[명]","명","22","31","20","24","27","29","24","15","10","12","18","12","18","23","15","23","18","15","29",
"내분비, 영양 및 대사 질환 (E00-E88)","계","25 - 29세","사망률[십만명당]","십만명당",".6",".8",".5",".6",".7",".7",".6",".4",".3",".4",".6",".4",".6",".7",".4",".7",".5",".4",".8",
"내분비, 영양 및 대사 질환 (E00-E88)","계","30 - 34세","사망자수[명]","명","54","48","49","37","40","47","28","34","38","30","28","36","32","26","26","31","23","34","27",
"내분비, 영양 및 대사 질환 (E00-E88)","계","30 - 34세","사망률[십만명당]","십만명당","1.2","1.1","1.1",".9","1","1.2",".7",".9",".9",".7",".7",".9",".9",".8",".8","1",".7","1.1",".8",
"내분비, 영양 및 대사 질환 (E00-E88)","계","35 - 39세","사망자수[명]","명","128","106","102","108","84","74","77","58","85","54","56","44","48","44","43","55","47","49","48",
"내분비, 영양 및 대사 질환 (E00-E88)","계","35 - 39세","사망률[십만명당]","십만명당","2.9","2.4","2.3","2.4","1.8","1.6","1.7","1.4","2.1","1.4","1.4","1.1","1.2","1.1","1.1","1.4","1.2","1.4","1.4",
"내분비, 영양 및 대사 질환 (E00-E88)","계","40 - 44세","사망자수[명]","명","251","255","211","225","191","147","172","128","150","119","134","103","110","98","73","90","85","93","96",
"내분비, 영양 및 대사 질환 (E00-E88)","계","40 - 44세","사망률[십만명당]","십만명당","5.7","5.9","5","5.4","4.5","3.4","3.9","2.8","3.3","2.6","3","2.3","2.6","2.4","1.8","2.3","2.2","2.4","2.4",
"내분비, 영양 및 대사 질환 (E00-E88)","계","45 - 49세","사망자수[명]","명","443","506","429","406","365","352","311","293","256","259","239","227","225","219","178","146","195","174","179",
"내분비, 영양 및 대사 질환 (E00-E88)","계","45 - 49세","사망률[십만명당]","십만명당","11.7","12.7","10.3","9.4","8.3","8.1","7.2","6.9","6.2","6.2","5.6","5.2","5","4.8","3.9","3.3","4.5","4.1","4.4",
"내분비, 영양 및 대사 질환 (E00-E88)","계","50 - 54세","사망자수[명]","명","566","573","586","588","491","494","512","547","528","481","438","430","358","301","326","316","307","277","352",
"내분비, 영양 및 대사 질환 (E00-E88)","계","50 - 54세","사망률[십만명당]","십만명당","21.5","20.3","19","17.8","14","13.2","13","13.2","12.3","11.1","10.1","10.1","8.6","7.3","7.8","7.4","7.1","6.3","7.8",
"내분비, 영양 및 대사 질환 (E00-E88)","계","55 - 59세","사망자수[명]","명","743","730","731","635","626","562","617","600","596","627","642","586","596","488","500","460","488","496","545",
"내분비, 영양 및 대사 질환 (E00-E88)","계","55 - 59세","사망률[십만명당]","십만명당","34.6","32.4","31.4","26.4","25.2","21.7","22.2","19.8","18.3","18.2","17.5","15.1","14.6","11.6","11.7","10.8","11.6","12","13.4",
"내분비, 영양 및 대사 질환 (E00-E88)","계","60 - 64세","사망자수[명]","명","1371","1323","1103","941","799","731","683","786","798","643","715","669","665","625","711","596","621","698","870",
"내분비, 영양 및 대사 질환 (E00-E88)","계","60 - 64세","사망률[십만명당]","십만명당","67.9","66.2","55.9","48","40","35","31.2","34.7","34.1","26.5","28.4","24.6","22.4","19.7","21.1","16.5","16.3","17.5","21",
"내분비, 영양 및 대사 질환 (E00-E88)","계","65 - 69세","사망자수[명]","명","1988","1896","1861","1666","1421","1285","1216","1214","1112","988","918","896","896","714","764","696","692","848","964",
